,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent
1163,1164,Bottlenose,"NOA0004975, TT-646",Hapa,M,actual,1983,Born,1983-05-15,U.S. Navy MMP,,U.S. Navy,Died,2010-04-25,Phytobezoar,1983-05-15,9842.0
1164,1165,Bottlenose,"NOA0004980, TT-651",Fed,M,estimate,1974,Capture,1984-02-24,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (24-Feb-1984)",U.S. Navy,Died,1993-08-30,Drowning,1984-02-24,3475.0
1165,1166,Bottlenose,"NOA0004978, TT#09",#,F,estimate,,Capture,1984-02-24,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to Holding, Mississippi? (10-Mar-1984)",U.S. Navy,Died,1984-03-10,-,1984-02-24,15.0
1166,1167,Bottlenose,"NOA0004984, TT-654",Cry,F,estimate,1981,Capture,1984-03-03,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (03-Mar-1984)",U.S. Navy,Died,1988-10-24,Endotoxemia,1984-03-03,1696.0
1167,1168,Bottlenose,"NOA0004991, TT-659",Nik,M,estimate,,Capture,1984-03-30,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Apr 1984)",U.S. Navy,Died,1985-04-09,"Pneumonia, gastric ulceration",1984-03-30,375.0
1168,1169,Bottlenose,"NOA0004989, TT-657",Pnn,F,estimate,1979,Capture,1984-03-30,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Apr 1984)",U.S. Navy,Died,1992-10-18,Enterotoxemia,1984-03-30,3124.0
1169,1170,Bottlenose,"NOA0005008, TT-665",Snp,M,estimate,1980,Capture,1984-07-26,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (27-Aug-1984)",U.S. Navy,Died,1989-06-30,Zygomycosis,1984-07-26,1800.0
1170,1171,Bottlenose,"NOA0005011, TT-662",Win,M,estimate,1980,Capture,1984-07-26,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (16-Aug-1984)",U.S. Navy,Died,1996-02-02,Amebiasis,1984-07-26,4208.0
1171,1172,Bottlenose,"NOA0005012, TT-661",Zicozic,M,estimate,1980,Capture,1984-07-26,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (16-Aug-1984)",U.S. Navy,Died,1987-10-29,Bacterial bronchopneumonia,1984-07-26,1190.0
1172,1173,Bottlenose,"NOA0005005, TT-668",Brn,M,estimate,1980,Capture,1984-08-06,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984)",U.S. Navy,Died,1987-08-04,Chronic bronchopneumonia,1984-08-06,1093.0
1173,1174,Bottlenose,"NOA0005010, TT-663",Sof,F,estimate,1980,Capture,1984-08-07,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984)",U.S. Navy,Died,1987-04-23,Toxic shock,1984-08-07,989.0
1174,1175,Bottlenose,"NOA0005001, TT-680",Cindercin,F,estimate,1980,Capture,1984-08-20,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984)",U.S. Navy,Died,2003-01-15,Hemorrhagic gastritis,1984-08-20,6722.0
1175,1176,Bottlenose,"NOA0002242, TT-679",Norikonor,F,estimate,1976,Capture,1984-08-20,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984) to EPCOT Center (25-May-1993) to US Navy (11-Jun-1997)",U.S. Navy,Died,1997-11-07,Acute bacterial septicemia,1984-08-20,4827.0
1176,1177,Bottlenose,"NOA0002243, TT-681",Ninanin,F,estimate,1975,Capture,1984-08-30,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984)",U.S. Navy,Died,2001-09-06,Suppurative peritonitis,1984-08-30,6216.0
1177,1178,Bottlenose,"NOA0004998, TT-677",Ell,F,estimate,1976,Capture,1984-09-05,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (26-Sep-1984)",U.S. Navy,Died,1992-11-12,Spinal fracture,1984-09-05,2990.0
1178,1179,Bottlenose,"NOA0005003, TT-673",Fli,M,estimate,1976,Capture,1984-09-06,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (26-Sep-1984)",U.S. Navy,Died,2004-07-15,Bacterial bronchopneumonia,1984-09-06,7252.0
1179,1180,Bottlenose,"NOA0005019, TT-688",Squirtsqr,F,actual,1985,Born,1985-09-20,U.S. Navy,,U.S. Navy,Died,1987-11-27,Peritonitis,1985-09-20,798.0
1180,1181,Bottlenose,"NOA0005033, TT-709",,M,actual,1986,Born,1986-10-21,U.S. Navy,,U.S. Navy,Died,1986-10-21,Asphyxiation,1986-10-21,0.0
1181,1182,Bottlenose,"NOA0005084, TG-710",Brs,M,estimate,1980,Capture,1986-12-29,"Pacific Ocean, HI, US","Hawaii, Pacific Ocean to U.S. Navy MMP (12-Feb-1987)",U.S. Navy,Died,1987-03-01,"Colic, pneumonia",1986-12-29,62.0
1182,1183,Pseudorca,"NOA0005035, H5 PC-8705",Lua,M,estimate,1984,Capture,1987-03-01,"Pacific Ocean, Japan","Japan, Pacific Ocean to Holding (??-Mar-1987) to Ocean Park Hong Kong (24-Apr-1987) to U.S. Navy Hawai'i (19-Nov-1987)",U.S. Navy,Died,1988-12-28,Enteritis,1987-03-01,668.0
1183,1184,Bottlenose,"NOA0005085, TG-711",Coo,F,estimate,1982,Capture,1987-04-10,"Pacific Ocean, HI, US","Hawaii, Pacific Ocean to U.S. Navy MMP (10-Apr-1987)",U.S. Navy,Died,2000-02-23,Acute bacterial pneumonia,1987-04-10,4702.0
1184,1185,Bottlenose,"NOA0005086, TG-712",,M,estimate,1983,Capture,1987-04-20,"Pacific Ocean, HI, US","Hawaii, Pacific Ocean to U.S. Navy MMP (20-Apr-1987)",U.S. Navy,Died,1987-06-06,Bronchopneumonia,1987-04-20,47.0
1185,1186,Bottlenose,"NOA0005087, TG-714",Uku,M,estimate,1983,Capture,1987-05-06,"Pacific Ocean, HI, US","Hawaii, Pacific Ocean to U.S. Navy MMP (06-May-1987)",U.S. Navy,Died,1993-07-13,Erysipelothrix septicemia,1987-05-06,2260.0
1186,1187,Bottlenose,"NOA0005050, TT-725",Kmu,F,estimate,1977,Capture,1987-06-16,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (11-Aug-1987)",U.S. Navy,Died,1993-01-16,Cardiomyopathy,1987-06-16,2041.0
1187,1188,Bottlenose,"NOA0004464, N/A",Luther,M,estimate,1979,Capture,1987-07-10,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Aug 1987) to Sugarloaf Dolphin Sanctuary (30-Nov-1994) to Florida Keys (23-May-1996) to Florida Keys (30-May-1996) to U.S. Navy MMP (13-Jun-1997)",U.S. Navy,Died,2007-07-31,-,1987-07-10,7326.0
1188,1189,Bottlenose,"NOA0005056, TT-731",Cud,F,estimate,1985,Capture,1987-07-16,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (25-Aug-1987)",U.S. Navy,Died,2006-01-23,Hemorrhagic shock,1987-07-16,6766.0
1189,1190,Bottlenose,"NOA0005055, TT-730",Man,M,estimate,1981,Capture,1987-07-23,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (25-Aug-1987)",U.S. Navy,Died,2000-03-03,Cryptococcal pneumonia,1987-07-23,4607.0
1190,1191,Bottlenose,"NOA0005053, TT-728",Spu,M,estimate,1980,Capture,1987-07-23,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Aug 1987)",U.S. Navy,Died,1995-02-09,Phyllospadix bezoar,1987-07-23,2758.0
1191,1192,Bottlenose,"NOA0005091, TG-735",Mni,F,estimate,1985,Capture,1987-07-25,"Pacific Ocean, HI, US","Hawaii, Pacific Ocean to U.S. Navy MMP (25-Jul-1987)",U.S. Navy,Died,1993-01-02,Bronchopneumonia,1987-07-25,1988.0
1192,1193,Bottlenose,"NOA0005090, TG-734",Mnu,F,estimate,1984,Capture,1987-07-25,"Pacific Ocean, HI, US","Hawaii, Pacific Ocean to U.S. Navy MMP (25-Jul-1987)",U.S. Navy,Died,1994-07-09,Pneumonia,1987-07-25,2541.0
1193,1194,Bottlenose,"NOA0005058, TT-742",Wazoowaz,M,estimate,1986,Capture,1988-07-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (17-Aug-1988)",U.S. Navy,Died,1995-10-06,Pneumonia,1988-07-15,2639.0
1194,1195,Bottlenose,"NOA0005059, TT-743",Nap,M,estimate,1986,Capture,1988-07-16,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Aug 1988)",U.S. Navy,Died,1991-08-08,Pneumonia,1988-07-16,1118.0
1195,1196,Bottlenose,"NOA0005065, TT-749",Yakimayak,M,estimate,1979,Capture,1988-07-20,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (17-Aug-1988)",U.S. Navy,Died,1991-09-09,Pneumonia,1988-07-20,1146.0
1196,1197,Bottlenose,"NOA0005072, TT-756",Hur,M,estimate,1982,Capture,1988-08-29,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1988)",U.S. Navy,Died,2000-02-27,Disseminating cryptococcosis,1988-08-29,4199.0
1197,1198,Risso's,"NOA0005041, GG-766",Gondogon,F,estimate,1953,Capture,1989-01-01,"Taiiji, Japan","Hatakejiriwan, Taiji to Holding (??-???-1989) to U.S. Navy Kaneohe Bay (19-Apr-1989)",U.S. Navy Hawaii,Died,1989-06-02,Meningoencephalitis,1989-01-01,152.0
1198,1199,Bottlenose,"NOA0005078, TT-767",Tri,M,estimate,1980,Capture,1989-04-20,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (~ May 1989)",U.S. Navy,Died,2000-05-04,Pulmonary edema,1989-04-20,4032.0
1199,1200,Bottlenose,"NOA0005079, TT-768",Teh,M,estimate,1982,Capture,1989-05-11,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (15-Jun-1989)",U.S. Navy,Died,1995-02-02,Phyllospadix bezoar,1989-05-11,2093.0
1200,1201,Bottlenose,"NOA0005081, TT-771",Jefe,M,estimate,1980,Capture,1989-08-09,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (11-Sep-1989)",U.S. Navy,Died,2011-08-26,Euthanasia,1989-08-09,8052.0
1201,1202,Bottlenose,"NOA0005082, TT-773",Yogiyog,M,estimate,1980,Capture,1989-08-09,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (19-Sep-1989)",U.S. Navy,Died,1999-04-28,Suppurative peritonitis,1989-08-09,3549.0
1202,1203,Bottlenose,"NOA0004462, TT-775",Jake,M,estimate,1978,Capture,1989-08-24,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy MMP (05-Oct-1989) to Sugarloaf Dolphin Sanctuary (30-Nov-1994) to U.S. Navy MMP (13-Jun-1997)",U.S. Navy,Died,1999-04-28,Perforation of upper GI tract,1989-08-24,3534.0
1203,1204,Bottlenose,"NOA0005101, TT-777",Arielari,F,actual,1991,Born,1991-07-20,U.S. Navy,,U.S. Navy,Died,1999-09-08,Drowning,1991-07-20,2972.0
1204,1205,Bottlenose,"NOA0005104, TT-780",Hou,F,actual,1992,Born,1992-04-04,U.S. Navy,,U.S. Navy,Died,1994-02-12,Disseminated torulopsis,1992-04-04,679.0
1205,1206,Bottlenose,"NOA0005105, TT-781",Moemoe,M,actual,1992,Born,1992-04-20,U.S. Navy,,U.S. Navy,Died,2001-01-15,Idiopathic enteropathy,1992-04-20,3192.0
1206,1207,Bottlenose,"NOA0006349, TT-783",Jan,F,actual,1993,Born,1993-04-20,U.S. Navy,,U.S. Navy,Died,1993-12-20,Undetermined,1993-04-20,244.0
1207,1208,Bottlenose,"NOA0005109, TT-785",C.J.Cjj,F,actual,1993,Born,1993-06-01,U.S. Navy,,U.S. Navy,Died,1993-12-18,Failure to thrive,1993-06-01,200.0
1208,1209,Bottlenose,"NOA0005897, TT-787",Hly,F,actual,1995,Born,1995-09-22,U.S. Navy,,U.S. Navy,Died,2001-11-28,Seawater drowning,1995-09-22,2259.0
1209,1210,Bottlenose,"NOA0005773, TT-818",Bunsenbun,M,actual,1998,Born,1998-08-30,SeaWorld San Diego,SeaWorld San Diego to U.S. Navy MMP (23-Mar-2004),U.S. Navy,Died,2010-11-05,Mesenteric torsion,1998-08-30,4450.0
1210,1211,Bottlenose,"NOA0005922, TT-793",Siouxsiu,F,actual,1999,Born,1999-07-28,U.S. Navy,,U.S. Navy,Died,2002-03-04,Seawater drowning,1999-07-28,950.0
1211,1212,Bottlenose,NOA0006054,,M,actual,2001,Born,2001-07-01,U.S. Navy,,U.S. Navy,Died,2001-07-10,Mycotic tracheitis,2001-07-01,9.0
1212,1213,Bottlenose,"NOA0006083, TT-806",Mli,M,actual,2001,Born,2001-10-11,U.S. Navy,,U.S. Navy,Died,2005-11-14,Drowning,2001-10-11,1495.0
1213,1214,Bottlenose,"NOA0006350, TT-X31",Lbu,F,actual,2002,Born,2002-06-10,U.S. Navy,,U.S. Navy,Died,2002-09-07,Staphylococcus aureus pneumonia,2002-06-10,89.0
1214,1215,Bottlenose,"NOA0006271, TT-827",,F,actual,2005,Born,2005-06-12,U.S. Navy,,U.S. Navy,Died,2005-10-05,Drowning,2005-06-12,115.0
1215,1216,Bottlenose,"NOA0006504, TT-844",Tuc,M,actual,2007,Born,2007-08-21,U.S. Navy,,U.S. Navy,Died,2014-05-29,Seawater drowning,2007-08-21,2473.0
1216,1217,Bottlenose,"NOA0006506, TT-846",Jun,F,actual,2008,Born,2008-06-13,U.S. Navy,,U.S. Navy,Died,2014-09-26,Seawater drowning,2008-06-13,2296.0
1217,1218,Bottlenose,"NOA0006619, TT-860",Mokemok,M,estimate,2008,Rescue,2009-11-10,"Gulf Shores, AL, US","Gulf Shores, Alabama to Inst. of Marine Mammal Studies (10-Nov-2009) to U.S. Navy MMP (23-Jun-2010)",U.S. Navy,Died,2015-02-06,Seawater drowning,2009-11-10,1914.0
1218,1219,Bottlenose,NOA0000847,X,M,unknown,,Capture,1972-06-01,Unknown,,Aquatic Mammal Enterprises,Died,1978-11-25,,1972-06-01,2368.0
1219,1220,Bottlenose,NOA0000848,X,M,unknown,,Capture,1972-06-01,Unknown,,Aquatic Mammal Enterprises,Died,1977-11-05,PNEUMONIA AND SEPTECEMAIA,1972-06-01,1983.0
1220,1221,Bottlenose,NOA0000849,Ruby,F,unknown,,Capture,1972-06-01,Unknown,,Aquatic Mammal Enterprises,Died,1977-08-21,FUNGAL INFECTION,1972-06-01,1907.0
1221,1222,Bottlenose,NOA0000850,X,F,estimate,1970,Capture,1972-06-01,Unknown,,Aquatic Mammal Enterprises,Died,1975-08-20,STOMACH INFECTION,1972-06-01,1175.0
1222,1223,Bottlenose,NOA0000851,X,M,unknown,,Capture,1978-01-31,Unknown,,Aquatic Mammal Enterprises,Died,1978-02-19,BRONCHOPNEUMONIA,1978-01-31,19.0
1223,1224,Bottlenose,NOA0000852,Riglee,F,estimate,1976,Capture,1978-12-15,Unknown,,Aquatic Mammal Enterprises,Died,1984-10-04,ENTERITIS,1978-12-15,2120.0
1224,1225,Bottlenose,NOA0000698,,F,actual,,Born,1992-02-25,Unknown,,Brookfield Zoo,Died,1992-03-18,"DROWNING, ASPIRATION, NEUROGENIC SHOCK",1992-02-25,22.0
1225,1226,Bottlenose,NOA0000702,,F,actual,,Born,1993-02-15,Unknown,,Brookfield Zoo,Died,1993-02-15,STILLBORN,1993-02-15,0.0
1226,1227,Bottlenose,NOA0000710,Spray,F,estimate,1974,Capture,1978-04-22,Unknown,,Marine World Africa USA,Died,1998-03-19,Histology pending; Toxic complications of pregnancy,1978-04-22,7271.0
1227,1228,Bottlenose,NOA0000709,Coral,F,estimate,1986,Capture,1989-05-11,Unknown,,Marine World Africa USA,Died,1996-03-06,Awaiting histopathological report,1989-05-11,2491.0
1228,1229,Bottlenose,NOA0000688,April,F,estimate,1967,Unknown,1970-06-01,Unknown,,Minnesota Zoological Garden,Died,2011-02-15,bronchitis & peribronchitis; multiple system issues,1970-06-01,14869.0
1229,1230,Bottlenose,NOA0006678,Taijah,F,actual,,Born,2010-07-17,Unknown,,Minnesota Zoological Garden,Died,2012-02-06,"cause of death is uncertain, a gastric ulceration was noted",2010-07-17,569.0
1230,1231,Bottlenose,NOA0004460,Bogie,F,estimate,1984,Capture,1988-01-30,Unknown,,Dolphin Alliance,Released,1996-05-17,,1988-01-30,3030.0
1231,1232,Bottlenose,NOA0004461,Bacall,F,estimate,1984,Capture,1988-01-30,Unknown,,Dolphin Alliance,Released,1996-05-17,,1988-01-30,3030.0
1232,1233,Bottlenose,NOA0005074,Wil,M,estimate,,Capture,1988-09-08,Unknown,,"Dolphin Connection, Inc., The",Died,2012-04-12,complications due to pneumonia,1988-09-08,8617.0
1233,1234,Bottlenose,NOA0004421,Cindy,F,estimate,1977,Capture,1981-11-18,Unknown,,Dolphin Research Center,Died,2000-01-17,Multifactoral,1981-11-18,6634.0
1234,1235,Bottlenose,NOA0004394,,M,estimate,1973,Capture,1975-08-01,Unknown,,Dolphin Research Center,Died,1984-10-26,STAPHYLOCOCCAL SEPTICEMIA,1975-08-01,3374.0
1235,1236,Bottlenose,NOA0003417,,M,estimate,1975,Capture,1980-07-16,Unknown,,Marine Life Oceanarium,Died,1980-07-30,Peracute Pneumonia (Acute Septicemia),1980-07-16,14.0
1236,1237,Bottlenose,NOA0001307,Albert,M,estimate,1958,Capture,1969-06-01,Unknown,,"Gulf World Marine Park, Inc.",Died,1999-06-14,Heart Failure,1969-06-01,10970.0
1237,1238,Bottlenose,NOA0001308,Delphine,F,estimate,1960,Capture,1969-06-01,Unknown,,"Gulf World Marine Park, Inc.",Died,1983-09-02,"PYELONEPHRITIS, SEPTICEMIA",1969-06-01,5206.0
1238,1239,Bottlenose,NOA0001309,Misty,F,estimate,1972,Capture,1978-06-01,Unknown,,"Gulf World Marine Park, Inc.",Died,1982-03-03,ACUTE DIGESTIVE INFECTIONS,1978-06-01,1371.0
1239,1240,Bottlenose,NOA0001310,Bimbo,F,estimate,1962,Capture,1972-06-01,Unknown,,"Gulf World Marine Park, Inc.",Died,1976-10-10,ANOREXIA,1972-06-01,1592.0
1240,1241,Bottlenose,NOA0001311,Gwin,F,estimate,1962,Capture,1978-06-01,Unknown,,"Gulf World Marine Park, Inc.",Died,1984-12-08,PNEUMONIA,1978-06-01,2382.0
1241,1242,Bottlenose,NOA0001317,Ellie,F,estimate,1980,Capture,1984-12-30,Unknown,,"Gulf World Marine Park, Inc.",Died,1994-07-31,SEPTICEMIA,1984-12-30,3500.0
1242,1243,Bottlenose,NOA0001321,Josie,F,estimate,1978,Capture,1986-01-23,Unknown,,"Gulf World Marine Park, Inc.",Died,1992-12-27,CHRONIC PNEUMONIA,1986-01-23,2530.0
1243,1244,Bottlenose,NOA0001322,Delphene,F,estimate,1976,Capture,1989-08-10,Unknown,,"Gulf World Marine Park, Inc.",Died,2003-12-13,Zaigomycosis,1989-08-10,5238.0
1244,1245,Bottlenose,NOA0001324,Thunder,M,estimate,1976,Capture,1989-08-10,Unknown,,"Gulf World Marine Park, Inc.",Died,1992-08-15,mycotic menigoencephalitis,1989-08-10,1101.0
1245,1246,Bottlenose,NOA0004987,Oli,F,estimate,,Capture,1984-03-23,Unknown,,"Gulf World Marine Park, Inc.",Died,1999-07-14,Zygo - Apophycomyces Elegans,1984-03-23,5591.0
1246,1247,Bottlenose,NOA0005595,Cole,M,estimate,,Rescue,1995-07-31,Unknown,,"Gulf World Marine Park, Inc.",Died,1998-04-20,Zycomycosis,1995-07-31,994.0
1247,1248,Rough-Toothed,NOA0005639,Joe Bob,M,estimate,1994,Rescue,1996-02-24,Unknown,,"Gulf World Marine Park, Inc.",Died,2006-02-04,Encephalitis,1996-02-24,3633.0
1248,1249,Bottlenose,NOA0005871,Allie,F,actual,1999,Born,1999-10-09,Unknown,,"Gulf World Marine Park, Inc.",Died,2002-10-23,Zycomycosis,1999-10-09,1110.0
1249,1250,Bottlenose,NOA0005885,A.J.,M,actual,,Born,2000-05-21,Unknown,,"Gulf World Marine Park, Inc.",Died,2002-03-23,non-supporative lymphocytic menigitis,2000-05-21,671.0
1250,1251,Bottlenose,NOA0005886,Jasmine,F,actual,,Born,2000-05-31,Unknown,,"Gulf World Marine Park, Inc.",Died,2002-02-18,"unknown, pathology pending",2000-05-31,628.0
1251,1252,Bottlenose,NOA0005918,Cola,F,estimate,1986,Rescue,1998-09-15,Unknown,,"Gulf World Marine Park, Inc.",Died,2008-05-14,chronic discospondylitis,1998-09-15,3529.0
1252,1253,Bottlenose,NOA0006000,Savannah,F,unknown,1999,Rescue,2000-08-28,Unknown,,"Gulf World Marine Park, Inc.",Died,2004-02-06,pathology pending,2000-08-28,1257.0
1253,1254,Bottlenose,NOA0006093,Ripley,F,actual,,Born,2003-04-17,Unknown,,"Gulf World Marine Park, Inc.",Died,2004-03-17,pathology pending,2003-04-17,335.0
1254,1255,Bottlenose,NOA0006150,Zoe,F,actual,2003,Born,2003-09-06,Unknown,,"Gulf World Marine Park, Inc.",Died,2004-06-24,twisted gut,2003-09-06,292.0
1255,1256,Bottlenose,NOA0006160,Venus,F,actual,2003,Born,2003-11-11,Unknown,,"Gulf World Marine Park, Inc.",Died,2008-07-01,Euthanasia: Life threatening condition involvingpain/suffering,2003-11-11,1694.0
1256,1257,Bottlenose,NOA0006165,Nemo,M,estimate,2003,Rescue,2003-05-15,Unknown,,"Gulf World Marine Park, Inc.",Died,2004-03-21,pathology pending,2003-05-15,311.0
1257,1258,Rough-Toothed,NOA0006223,Vixen,F,estimate,2001,Rescue,2002-12-25,Unknown,,"Gulf World Marine Park, Inc.",Died,2011-07-02,results pending,2002-12-25,3111.0
1258,1259,Rough-Toothed,NOA0006307,Noah,M,unknown,2003,Rescue,2004-08-26,Unknown,,"Gulf World Marine Park, Inc.",Died,2009-09-25,Zygomycosis; histology pending,2004-08-26,1856.0
1259,1260,Bottlenose,NOA0006315,Magic,F,estimate,2004,Rescue,2005-09-04,Unknown,,"Gulf World Marine Park, Inc.",Died,2007-06-10,suspected zygomycosis,2005-09-04,644.0
1260,1261,Rough-Toothed,NOA0006397,Dancer,F,estimate,,Rescue,2007-03-24,Unknown,,"Gulf World Marine Park, Inc.",Died,2011-05-07,intestinal intussusception and volvulus,2007-03-24,1505.0
1261,1262,Bottlenose,NOA0006691,Chloe,F,actual,2010,Born,2010-09-11,Unknown,,"Gulf World Marine Park, Inc.",Died,2010-10-31,histology is pending,2010-09-11,50.0
1262,1263,Bottlenose,NOA0005353,Panama,M,actual,,Born,1983-07-30,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2005-06-04,acute cerebral thrombosis,1983-07-30,7980.0
1263,1264,Bottlenose,NOA0005354,Delphi,M,actual,1983,Born,1983-08-02,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1996-02-20,"brain hemorrhage, zygomycosis",1983-08-02,4585.0
1264,1265,Bottlenose,NOA0005356,Tia,F,estimate,,Capture,1984-08-07,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1995-11-13,sepsis (multiple abdominal adhesions),1984-08-07,4115.0
1265,1266,Bottlenose,NOA0005357,Sus,F,estimate,,Capture,1984-08-07,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1995-09-23,RUPTERED UTERUS WITH SEPTIC SHOCK,1984-08-07,4064.0
1266,1267,Bottlenose,NOA0005359,Jig,F,estimate,,Capture,1988-07-20,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1995-12-28,disseminated zygomycosis,1988-07-20,2717.0
1267,1268,Bottlenose,NOA0005358,Pua,F,estimate,,Capture,1989-08-09,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1996-05-26,Zygomycosis,1989-08-09,2482.0
1268,1269,Bottlenose,NOA0005293,Herman,M,estimate,1965,Rescue,1965-07-06,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1978-02-14,ACCIDENTAL DROWNING,1965-07-06,4606.0
1269,1270,Bottlenose,NOA0005294,Belinda,F,estimate,1961,Capture,1967-04-15,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1985-12-12,"MULTIPLE ORGAN FAILURE, OLD AGE",1967-04-15,6816.0
1270,1271,Bottlenose,NOA0005295,Wendy,F,estimate,1963,Capture,1967-04-15,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1986-12-23,OLD AGE,1967-04-15,7192.0
1271,1272,Bottlenose,NOA0005296,Peebles,F,estimate,1966,Capture,1967-04-15,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1977-05-16,PNEUMONIA,1967-04-15,3684.0
1272,1273,Bottlenose,NOA0005297,Kim,F,estimate,1965,Capture,1972-12-14,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1977-03-11,"PNEUMONIA, HEMOSIDEROSIS",1972-12-14,1548.0
1273,1274,Bottlenose,NOA0005298,Jeannie,F,estimate,1962,Unknown,1973-08-15,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1977-08-18,PERITONITIS,1973-08-15,1464.0
1274,1275,Bottlenose,NOA0005299,Joyce,F,estimate,1956,Unknown,1973-08-15,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1976-02-25,INFECTION,1973-08-15,924.0
1275,1276,Bottlenose,NOA0005300,Charlie,M,estimate,1964,Unknown,1973-08-15,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1974-06-01,INFECTION,1973-08-15,290.0
1276,1277,Bottlenose,NOA0005301,King,M,estimate,1972,Capture,1977-04-21,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1978-11-12,UNKNOWN,1977-04-21,570.0
1277,1278,Bottlenose,NOA0005302,Princess,F,estimate,1973,Capture,1977-04-21,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2011-07-08,renal carcinoma,1977-04-21,12496.0
1278,1279,Bottlenose,NOA0005303,Angel,F,estimate,1971,Capture,1977-04-21,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1990-01-22,ACUTE PERITONITIS & TERM PULMONARY EDEMA,1977-04-21,4659.0
1279,1280,Bottlenose,NOA0005304,Bubbles,F,estimate,1973,Capture,1978-08-23,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1994-07-19,CENTRAL NERVOUS SYSTEM ZYGOMYCOSIS,1978-08-23,5809.0
1280,1281,Bottlenose,NOA0005305,Misty,F,estimate,1974,Capture,1978-08-23,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1987-09-02,PULMONARY EDEMA & PERIOCARDIAL EFFUSSION,1978-08-23,3297.0
1281,1282,Bottlenose,NOA0005306,Wendy's Baby,F,actual,,Born,1978-05-28,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1978-05-28,Premature/Still birth,1978-05-28,0.0
1282,1283,Bottlenose,NOA0005307,Tim,M,estimate,1960,Unknown,1973-01-11,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1974-04-05,PNEUMONIA,1973-01-11,449.0
